respondent_id,gender,income_quintile,urban_rural,education,has_account,transactions_90d,uses_credit,uses_savings,cost,distance,documentation,trust,no_credit_history,has_mobile_money,has_utility_account
R006887,male,1,rural,secondary,1,12,0,1,0,0,0,0,0,1,0
R006888,female,4,urban,secondary,1,5,0,0,0,0,0,0,0,1,0
R006889,male,4,urban,secondary,1,2,1,0,0,0,0,0,0,0,1
R006890,female,4,urban,secondary,1,1,1,0,0,0,0,0,0,0,1
R006891,male,4,rural,primary,1,2,0,0,0,0,0,0,0,0,1
R006892,male,2,urban,secondary,1,5,0,0,0,0,0,0,0,1,0
R006893,male,3,urban,primary,1,5,0,0,0,0,0,0,0,0,1
R006894,female,4,urban,secondary,1,0,0,1,0,0,0,0,0,1,1
R006895,male,2,urban,tertiary,1,12,0,0,0,0,0,0,0,0,1
R006896,male,1,urban,primary,1,5,0,0,0,0,0,0,0,1,1
R006897,male,5,rural,primary,0,0,0,0,1,1,0,0,0,1,1
R006898,female,2,urban,primary,0,0,0,0,0,0,1,1,0,0,0
R006899,male,5,urban,secondary,1,12,0,0,0,0,0,0,0,0,1
R006900,male,3,rural,primary,0,0,0,0,0,0,0,1,0,1,1
R006901,male,4,urban,none,0,0,0,0,1,0,1,0,1,1,1
R006902,male,1,rural,primary,0,0,0,0,1,0,1,1,0,0,1
R006903,female,2,urban,secondary,0,0,0,0,1,0,0,0,0,1,1
R006904,female,5,urban,tertiary,1,2,0,1,0,0,0,0,0,1,0
R006905,male,4,urban,secondary,1,2,1,1,0,0,0,0,0,1,1
R006906,male,2,rural,secondary,0,0,0,0,1,0,0,0,1,0,0
R006907,female,2,urban,secondary,0,0,0,0,1,0,1,1,0,1,1
R006908,male,3,urban,secondary,1,1,0,1,0,0,0,0,0,1,1
R006909,male,5,urban,none,1,1,0,0,0,0,0,0,0,1,1
R006910,female,1,urban,secondary,1,1,0,0,0,0,0,0,0,1,1
R006911,male,5,rural,none,1,1,1,1,0,0,0,0,0,1,1
R006912,female,3,urban,primary,1,2,0,1,0,0,0,0,0,0,1
R006913,female,2,urban,tertiary,1,5,0,0,0,0,0,0,0,0,1
R006914,female,1,urban,primary,1,12,0,0,0,0,0,0,0,1,1
R006915,female,3,urban,tertiary,1,5,0,0,0,0,0,0,0,1,1
R006916,female,2,urban,tertiary,1,5,1,1,0,0,0,0,0,0,1
R006917,female,2,rural,secondary,0,0,0,0,1,0,1,1,1,1,1
R006918,male,1,urban,primary,1,1,0,0,0,0,0,0,0,1,0
R006919,female,5,urban,none,1,1,0,1,0,0,0,0,0,1,1
R006920,male,1,rural,secondary,0,0,0,0,0,1,1,1,1,0,0
R006921,female,1,urban,secondary,1,30,0,0,0,0,0,0,0,1,1
R006922,male,3,urban,none,0,0,0,0,1,0,1,0,1,0,0
R006923,male,3,urban,tertiary,1,30,0,1,0,0,0,0,0,1,1
R006924,male,3,rural,tertiary,1,1,0,0,0,0,0,0,0,1,0
R006925,male,4,urban,secondary,1,1,0,0,0,0,0,0,0,0,1
R006926,male,5,rural,primary,1,5,0,1,0,0,0,0,0,1,1
R006927,female,5,urban,none,1,2,1,0,0,0,0,0,0,0,1
R006928,female,4,rural,primary,1,2,0,0,0,0,0,0,0,1,1
R006929,male,3,urban,primary,1,5,1,0,0,0,0,0,0,1,1
R006930,male,4,rural,tertiary,1,1,0,1,0,0,0,0,0,1,0
R006931,male,4,urban,none,1,1,0,0,0,0,0,0,0,1,0
R006932,female,4,urban,tertiary,1,12,0,0,0,0,0,0,0,1,1
R006933,female,2,urban,secondary,1,5,0,0,0,0,0,0,0,1,1
R006934,male,5,rural,secondary,0,0,0,0,1,0,0,0,0,1,1
R006935,female,2,urban,secondary,0,0,0,0,0,0,1,0,1,0,1
R006936,female,2,rural,secondary,1,30,0,1,0,0,0,0,0,0,1
R006937,female,1,rural,secondary,1,5,1,0,0,0,0,0,0,0,1
R006938,male,1,rural,tertiary,0,0,0,0,1,0,0,0,1,0,0
R006939,male,4,urban,secondary,1,5,0,1,0,0,0,0,0,1,1
R006940,male,3,rural,none,0,0,0,0,1,0,1,0,0,1,0
R006941,female,4,rural,secondary,1,5,1,0,0,0,0,0,0,1,1
R006942,male,1,urban,primary,1,5,0,0,0,0,0,0,0,0,0
R006943,female,4,urban,none,1,1,0,0,0,0,0,0,0,0,1
R006944,female,2,urban,tertiary,1,12,0,1,0,0,0,0,0,1,0
R006945,male,4,urban,secondary,1,2,0,0,0,0,0,0,0,1,1
R006946,female,1,urban,primary,0,0,0,0,1,0,0,0,0,1,1
R006947,female,3,rural,secondary,1,30,1,1,0,0,0,0,0,0,1
R006948,female,5,urban,none,1,30,1,1,0,0,0,0,0,1,1
R006949,male,3,urban,secondary,1,12,0,0,0,0,0,0,0,1,1
R006950,female,4,urban,tertiary,1,5,0,0,0,0,0,0,0,1,1
R006951,male,4,rural,secondary,1,12,0,1,0,0,0,0,0,1,1
R006952,female,2,rural,none,1,12,0,0,0,0,0,0,0,0,0
R006953,female,3,rural,primary,1,1,0,1,0,0,0,0,0,0,0
R006954,female,2,rural,tertiary,1,12,1,0,0,0,0,0,0,1,0
R006955,male,2,rural,tertiary,1,2,1,0,0,0,0,0,0,0,0
R006956,female,4,urban,primary,1,5,1,0,0,0,0,0,0,0,1
R006957,female,4,urban,tertiary,1,12,1,1,0,0,0,0,0,1,1
R006958,female,2,urban,primary,0,0,0,0,0,0,0,1,1,1,1
R006959,male,2,urban,tertiary,1,5,0,0,0,0,0,0,0,1,0
R006960,male,4,urban,primary,1,5,0,0,0,0,0,0,0,0,1
R006961,male,1,rural,tertiary,0,0,0,0,1,0,1,0,1,0,0
R006962,female,1,rural,none,0,0,0,0,0,0,0,0,1,1,1
R006963,male,4,urban,primary,1,12,0,1,0,0,0,0,0,1,1
R006964,male,4,urban,secondary,1,5,0,1,0,0,0,0,0,0,1
R006965,male,2,rural,tertiary,1,5,0,0,0,0,0,0,0,0,0
R006966,female,1,urban,primary,0,0,0,0,1,0,1,1,0,1,0
R006967,female,5,rural,secondary,1,30,0,1,0,0,0,0,0,1,1
R006968,male,1,urban,none,0,0,0,0,1,0,0,0,0,0,0
R006969,female,2,urban,secondary,1,1,0,0,0,0,0,0,0,0,0
R006970,female,2,urban,secondary,1,2,1,0,0,0,0,0,0,0,0
R006971,male,3,rural,primary,1,5,0,0,0,0,0,0,0,0,1
R006972,female,1,rural,secondary,1,0,0,0,0,0,0,0,0,1,1
R006973,male,2,urban,secondary,1,2,0,0,0,0,0,0,0,0,1
R006974,female,2,urban,tertiary,1,1,0,1,0,0,0,0,0,0,0
R006975,male,5,rural,secondary,1,1,1,1,0,0,0,0,0,0,1
R006976,male,1,urban,primary,1,0,0,1,0,0,0,0,0,0,1
R006977,male,5,rural,secondary,1,12,0,0,0,0,0,0,0,1,0
R006978,male,5,urban,primary,1,12,0,0,0,0,0,0,0,1,1
R006979,female,5,urban,tertiary,1,12,1,1,0,0,0,0,0,0,1
R006980,female,1,urban,secondary,1,1,0,0,0,0,0,0,0,1,0
R006981,male,5,rural,tertiary,1,12,1,0,0,0,0,0,0,1,1
R006982,male,3,urban,none,0,0,0,0,1,0,0,0,0,1,1
R006983,male,1,urban,none,0,0,0,0,0,0,0,1,1,0,1
R006984,female,1,urban,primary,0,0,0,0,1,1,0,0,1,0,0
R006985,female,5,rural,tertiary,1,0,1,1,0,0,0,0,0,1,1
R006986,male,2,rural,secondary,1,2,0,0,0,0,0,0,0,1,0
R006987,male,1,rural,secondary,1,5,0,0,0,0,0,0,0,0,1
R006988,male,4,rural,secondary,1,2,1,0,0,0,0,0,0,1,0
R006989,female,2,urban,primary,0,0,0,0,1,0,0,0,0,0,1
R006990,female,3,rural,secondary,1,5,0,0,0,0,0,0,0,1,0
R006991,male,2,urban,primary,1,12,0,0,0,0,0,0,0,0,0
R006992,female,3,rural,primary,0,0,0,0,0,0,1,1,1,1,1
R006993,male,2,urban,secondary,0,0,0,0,1,1,0,0,1,1,0
R006994,male,1,rural,secondary,1,2,0,0,0,0,0,0,0,1,0
R006995,male,2,rural,secondary,1,2,0,0,0,0,0,0,0,0,0
R006996,male,3,urban,primary,1,5,0,0,0,0,0,0,0,0,1
R006997,female,3,urban,secondary,1,5,0,1,0,0,0,0,0,1,1
R006998,female,3,urban,tertiary,1,1,0,0,0,0,0,0,0,0,0
R006999,female,4,urban,secondary,1,1,0,1,0,0,0,0,0,1,1
R007000,male,3,urban,secondary,1,30,0,0,0,0,0,0,0,0,1
R007001,male,5,rural,primary,0,0,0,0,1,1,1,0,0,1,0
R007002,female,1,rural,secondary,0,0,0,0,1,0,1,0,0,1,0
R007003,female,3,rural,none,0,0,0,0,0,0,0,1,0,1,1
R007004,male,3,rural,none,0,0,0,0,1,1,1,0,1,1,0
R007005,male,4,urban,secondary,1,1,1,0,0,0,0,0,0,0,1
R007006,male,3,rural,secondary,1,30,0,0,0,0,0,0,0,0,1
R007007,female,5,rural,primary,1,5,0,0,0,0,0,0,0,1,1
R007008,male,2,rural,tertiary,0,0,0,0,1,1,0,1,0,0,0
R007009,male,5,urban,secondary,1,5,0,0,0,0,0,0,0,1,0
R007010,female,4,urban,secondary,1,5,0,0,0,0,0,0,0,0,1
R007011,female,3,rural,secondary,0,0,0,0,0,0,0,1,1,0,1
R007012,male,5,urban,none,1,0,0,1,0,0,0,0,0,1,1
R007013,female,4,rural,tertiary,1,2,1,1,0,0,0,0,0,1,0
R007014,male,2,rural,primary,0,0,0,0,0,0,0,1,1,0,1
R007015,male,2,rural,secondary,1,12,1,0,0,0,0,0,0,1,0
R007016,female,4,rural,secondary,1,0,0,0,0,0,0,0,0,1,0
R007017,female,2,urban,secondary,1,0,0,0,0,0,0,0,0,0,0
R007018,female,4,urban,tertiary,1,2,1,0,0,0,0,0,0,0,1
R007019,male,1,rural,tertiary,1,2,0,0,0,0,0,0,0,0,0
R007020,female,2,rural,secondary,1,2,1,0,0,0,0,0,0,1,0
R007021,female,1,urban,secondary,0,0,0,0,1,0,1,0,0,0,1
R007022,female,1,urban,tertiary,1,2,0,0,0,0,0,0,0,1,0
R007023,female,3,urban,primary,0,0,0,0,1,0,0,0,0,0,1
R007024,female,1,urban,primary,1,12,0,1,0,0,0,0,0,0,0
R007025,male,2,urban,secondary,1,1,0,0,0,0,0,0,0,1,1
R007026,female,1,rural,secondary,0,0,0,0,0,1,0,0,1,0,0
R007027,female,5,rural,secondary,1,2,0,0,0,0,0,0,0,1,1
R007028,female,1,rural,secondary,0,0,0,0,1,1,1,0,1,0,0
R007029,male,4,urban,tertiary,1,2,0,0,0,0,0,0,0,1,1
R007030,male,5,rural,none,0,0,0,0,0,0,0,1,1,1,1
R007031,male,1,rural,tertiary,1,2,0,0,0,0,0,0,0,0,0
R007032,female,1,rural,none,1,12,0,0,0,0,0,0,0,1,0
R007033,male,1,urban,secondary,1,12,0,0,0,0,0,0,0,1,0
R007034,male,2,urban,primary,1,30,0,1,0,0,0,0,0,1,1
R007035,male,3,urban,primary,1,2,0,0,0,0,0,0,0,1,1
R007036,female,3,rural,tertiary,1,12,0,1,0,0,0,0,0,1,1
R007037,male,5,urban,tertiary,1,5,0,0,0,0,0,0,0,0,1
R007038,male,2,urban,none,1,2,1,1,0,0,0,0,0,1,1
R007039,female,1,urban,secondary,1,5,0,0,0,0,0,0,0,1,0
R007040,female,1,urban,secondary,0,0,0,0,1,0,1,1,1,1,1
R007041,male,3,urban,tertiary,1,1,1,1,0,0,0,0,0,0,0
R007042,female,1,rural,primary,1,5,0,0,0,0,0,0,0,1,1
R007043,female,1,urban,primary,0,0,0,0,1,1,1,1,0,1,0
R007044,male,5,rural,secondary,1,5,0,1,0,0,0,0,0,1,1
R007045,male,2,rural,none,0,0,0,0,0,0,1,1,1,1,1
R007046,male,5,rural,secondary,1,2,1,1,0,0,0,0,0,1,1
R007047,female,4,rural,none,0,0,0,0,0,1,1,1,1,1,0
R007048,male,4,urban,secondary,1,5,0,1,0,0,0,0,0,0,1
R007049,male,3,urban,primary,1,1,0,0,0,0,0,0,0,1,0
R007050,female,3,urban,tertiary,1,12,1,0,0,0,0,0,0,0,0
R007051,male,1,urban,primary,0,0,0,0,1,0,0,0,1,1,0
R007052,female,4,urban,primary,1,2,1,1,0,0,0,0,0,1,1
R007053,male,1,urban,primary,1,2,0,0,0,0,0,0,0,1,0
R007054,female,4,urban,tertiary,1,12,0,1,0,0,0,0,0,0,1
R007055,male,4,rural,tertiary,1,5,1,0,0,0,0,0,0,0,0
R007056,male,5,rural,primary,1,0,1,1,0,0,0,0,0,1,0
R007057,female,1,urban,tertiary,0,0,0,0,0,0,0,0,1,1,0
R007058,male,1,urban,primary,1,30,0,0,0,0,0,0,0,0,0
R007059,male,4,rural,tertiary,1,30,1,1,0,0,0,0,0,1,0
R007060,male,4,urban,tertiary,1,1,1,1,0,0,0,0,0,0,1
R007061,male,5,urban,secondary,1,2,1,0,0,0,0,0,0,1,1
R007062,male,4,urban,secondary,1,12,1,0,0,0,0,0,0,0,1
R007063,male,4,rural,tertiary,1,12,0,0,0,0,0,0,0,1,1
R007064,female,1,urban,secondary,1,12,0,0,0,0,0,0,0,1,1
R007065,female,1,urban,secondary,0,0,0,0,0,0,0,0,0,0,1
R007066,female,2,urban,primary,1,5,0,0,0,0,0,0,0,0,1
R007067,female,4,rural,tertiary,1,5,1,0,0,0,0,0,0,1,1
R007068,male,3,rural,tertiary,1,2,0,0,0,0,0,0,0,1,0
R007069,male,5,rural,secondary,0,0,0,0,0,0,1,0,0,0,1
R007070,female,1,rural,secondary,1,1,1,1,0,0,0,0,0,0,0
R007071,male,2,rural,secondary,1,2,0,0,0,0,0,0,0,1,0
R007072,female,4,urban,secondary,1,5,1,0,0,0,0,0,0,1,0
R007073,male,3,urban,secondary,1,1,0,0,0,0,0,0,0,0,0
R007074,male,2,rural,none,0,0,0,0,0,1,1,0,0,1,0
R007075,female,5,urban,secondary,1,5,1,0,0,0,0,0,0,1,1
R007076,female,4,urban,secondary,1,5,0,1,0,0,0,0,0,1,1
R007077,female,2,urban,tertiary,1,1,0,0,0,0,0,0,0,1,1
R007078,female,2,urban,secondary,1,2,0,0,0,0,0,0,0,0,0
R007079,female,3,rural,primary,0,0,0,0,0,1,1,1,0,0,1
R007080,female,4,urban,secondary,0,0,0,0,1,0,1,0,1,1,1
R007081,male,2,rural,secondary,1,5,0,0,0,0,0,0,0,0,0
R007082,male,1,urban,none,1,1,0,0,0,0,0,0,0,0,1
R007083,male,4,urban,secondary,0,0,0,0,0,0,0,0,1,0,1
R007084,male,2,rural,tertiary,1,2,0,0,0,0,0,0,0,1,1
R007085,male,1,urban,tertiary,1,12,0,0,0,0,0,0,0,0,1
R007086,female,5,urban,secondary,1,5,1,0,0,0,0,0,0,1,1
R007087,male,2,rural,none,0,0,0,0,1,0,1,0,0,1,1
R007088,female,1,urban,secondary,1,12,0,0,0,0,0,0,0,0,1
R007089,male,4,urban,tertiary,1,2,0,1,0,0,0,0,0,0,1
R007090,male,1,rural,secondary,1,30,0,0,0,0,0,0,0,0,1
R007091,female,4,rural,primary,1,5,1,1,0,0,0,0,0,1,1
R007092,female,5,urban,tertiary,1,5,1,0,0,0,0,0,0,1,1
R007093,female,3,rural,none,1,5,0,1,0,0,0,0,0,1,1
R007094,male,1,urban,secondary,0,0,0,0,1,0,0,0,0,0,1
R007095,female,1,rural,tertiary,0,0,0,0,0,1,0,0,0,0,1
R007096,male,1,urban,secondary,1,12,0,1,0,0,0,0,0,0,0
R007097,male,5,urban,secondary,1,30,1,1,0,0,0,0,0,1,1
R007098,female,1,rural,secondary,0,0,0,0,1,1,0,0,1,0,0
R007099,female,3,urban,secondary,1,12,0,1,0,0,0,0,0,0,1
R007100,male,4,urban,secondary,1,2,0,0,0,0,0,0,0,1,1
R007101,male,5,urban,primary,1,2,0,1,0,0,0,0,0,1,1
R007102,female,2,urban,tertiary,1,1,0,1,0,0,0,0,0,0,0
R007103,female,3,rural,none,1,2,0,1,0,0,0,0,0,1,1
R007104,male,5,urban,tertiary,1,1,0,0,0,0,0,0,0,1,1
R007105,male,1,rural,secondary,1,1,0,0,0,0,0,0,0,0,0
R007106,male,1,rural,secondary,1,5,0,1,0,0,0,0,0,0,0
R007107,female,5,rural,none,0,0,0,0,1,1,1,0,1,1,1
R007108,male,2,urban,secondary,1,0,1,0,0,0,0,0,0,0,1
R007109,female,1,urban,none,0,0,0,0,0,0,1,1,1,0,1
R007110,female,4,urban,none,1,12,0,0,0,0,0,0,0,0,1
R007111,female,1,urban,secondary,1,5,0,0,0,0,0,0,0,0,0
R007112,male,1,urban,none,0,0,0,0,1,0,0,1,1,1,0
R007113,male,5,urban,secondary,1,12,0,1,0,0,0,0,0,1,0
R007114,male,1,urban,primary,0,0,0,0,1,0,0,1,0,1,0
R007115,female,2,urban,secondary,1,30,0,0,0,0,0,0,0,0,0
R007116,female,1,urban,secondary,1,1,0,0,0,0,0,0,0,0,0
R007117,female,3,rural,none,1,5,0,0,0,0,0,0,0,1,0
R007118,male,4,urban,secondary,1,2,0,0,0,0,0,0,0,0,1
R007119,female,1,urban,secondary,0,0,0,0,1,0,0,1,0,0,0
R007120,female,3,rural,secondary,0,0,0,0,1,1,0,0,1,1,0
R007121,female,1,urban,tertiary,1,12,0,0,0,0,0,0,0,1,0
R007122,female,3,urban,primary,1,2,1,1,0,0,0,0,0,1,1
R007123,female,5,rural,tertiary,1,30,1,0,0,0,0,0,0,1,1
R007124,female,4,urban,tertiary,1,5,0,0,0,0,0,0,0,1,1
R007125,female,4,urban,secondary,1,0,0,0,0,0,0,0,0,1,0
R007126,female,3,rural,primary,0,0,0,0,1,0,1,1,1,1,1
R007127,male,2,urban,primary,1,0,1,0,0,0,0,0,0,1,1
R007128,female,2,urban,secondary,1,5,0,1,0,0,0,0,0,1,1
R007129,male,2,rural,secondary,1,5,0,1,0,0,0,0,0,0,1
R007130,female,3,urban,secondary,1,1,0,0,0,0,0,0,0,0,1
R007131,female,1,rural,tertiary,0,0,0,0,0,0,0,0,1,1,1
R007132,female,5,urban,none,0,0,0,0,0,0,1,0,1,1,1
R007133,female,5,urban,secondary,0,0,0,0,0,0,1,0,1,0,1
R007134,male,3,urban,secondary,1,12,1,0,0,0,0,0,0,1,1
R007135,male,2,urban,primary,1,5,0,1,0,0,0,0,0,1,1
R007136,male,3,urban,secondary,1,2,0,0,0,0,0,0,0,0,1
R007137,female,1,urban,none,0,0,0,0,0,1,1,0,0,0,1
R007138,male,5,urban,primary,1,30,1,1,0,0,0,0,0,0,1
R007139,female,2,rural,tertiary,1,12,0,1,0,0,0,0,0,1,0
R007140,female,3,rural,primary,1,1,0,1,0,0,0,0,0,0,1
R007141,male,1,urban,none,0,0,0,0,1,1,0,0,1,0,1
R007142,male,2,urban,secondary,1,5,0,1,0,0,0,0,0,1,0
R007143,female,1,urban,none,0,0,0,0,0,1,1,1,0,0,0
R007144,female,5,urban,none,1,12,0,0,0,0,0,0,0,0,1
R007145,male,1,rural,secondary,1,5,0,1,0,0,0,0,0,0,0
R007146,male,4,rural,tertiary,1,2,1,0,0,0,0,0,0,0,1
R007147,male,5,rural,tertiary,1,2,0,1,0,0,0,0,0,1,1
R007148,female,5,rural,primary,1,2,1,1,0,0,0,0,0,0,1
R007149,male,1,urban,secondary,1,1,0,0,0,0,0,0,0,0,0
R007150,female,3,rural,tertiary,0,0,0,0,1,0,0,0,0,1,0
R007151,male,2,rural,primary,0,0,0,0,1,0,1,1,1,0,1
R007152,female,3,urban,secondary,1,30,0,1,0,0,0,0,0,1,1
R007153,female,1,urban,tertiary,1,5,0,0,0,0,0,0,0,0,0
R007154,female,2,rural,secondary,0,0,0,0,1,0,0,1,0,1,1
R007155,female,3,rural,primary,1,12,1,0,0,0,0,0,0,1,1
R007156,female,2,urban,secondary,1,1,1,0,0,0,0,0,0,0,1
R007157,male,4,urban,primary,0,0,0,0,1,0,0,1,0,1,0
R007158,female,2,rural,secondary,0,0,0,0,0,0,1,0,1,0,1
R007159,female,1,urban,primary,0,0,0,0,1,0,1,0,1,0,0
R007160,male,1,rural,tertiary,0,0,0,0,1,1,1,0,0,0,0
R007161,female,4,urban,primary,0,0,0,0,1,0,1,0,1,1,1
R007162,male,5,rural,tertiary,1,0,0,1,0,0,0,0,0,0,1
R007163,female,1,urban,secondary,1,5,0,0,0,0,0,0,0,1,1
R007164,male,5,urban,primary,1,2,0,1,0,0,0,0,0,1,1
R007165,male,1,rural,secondary,1,2,0,0,0,0,0,0,0,0,1
R007166,female,4,rural,primary,1,12,0,1,0,0,0,0,0,1,1
R007167,male,3,urban,tertiary,1,1,0,0,0,0,0,0,0,1,1
R007168,male,3,urban,primary,1,30,1,0,0,0,0,0,0,0,0
R007169,female,2,rural,secondary,1,30,0,0,0,0,0,0,0,0,0
R007170,male,2,rural,secondary,0,0,0,0,1,0,0,0,0,0,0
R007171,female,3,urban,secondary,1,12,0,1,0,0,0,0,0,1,1
R007172,male,3,urban,secondary,1,5,0,0,0,0,0,0,0,1,1
R007173,female,3,rural,tertiary,1,30,0,0,0,0,0,0,0,0,0
R007174,female,3,rural,secondary,1,1,0,0,0,0,0,0,0,0,1
R007175,male,2,urban,tertiary,1,2,0,0,0,0,0,0,0,0,1
R007176,female,5,urban,secondary,1,2,1,1,0,0,0,0,0,0,1
R007177,male,2,rural,tertiary,1,5,0,0,0,0,0,0,0,0,1
R007178,male,3,urban,tertiary,1,5,0,0,0,0,0,0,0,0,0
R007179,female,4,rural,none,1,12,1,0,0,0,0,0,0,1,0
R007180,male,3,rural,secondary,1,0,1,0,0,0,0,0,0,1,0
R007181,male,5,rural,primary,1,0,0,0,0,0,0,0,0,1,1
R007182,male,2,rural,secondary,0,0,0,0,1,1,0,0,0,1,1
R007183,male,1,rural,secondary,1,12,0,0,0,0,0,0,0,0,0
R007184,female,5,rural,primary,1,2,0,1,0,0,0,0,0,0,1
R007185,male,3,rural,secondary,1,5,1,1,0,0,0,0,0,0,0
R007186,male,5,rural,none,1,12,0,1,0,0,0,0,0,1,1
R007187,female,2,rural,primary,1,5,0,1,0,0,0,0,0,0,0
R007188,female,4,rural,secondary,1,12,1,1,0,0,0,0,0,1,0
R007189,male,2,urban,secondary,1,12,1,0,0,0,0,0,0,0,1
R007190,female,1,urban,tertiary,1,5,0,1,0,0,0,0,0,0,0
R007191,female,1,urban,primary,0,0,0,0,0,1,1,1,1,0,1
R007192,male,5,urban,primary,1,0,1,0,0,0,0,0,0,0,1
R007193,male,1,rural,secondary,1,30,0,0,0,0,0,0,0,0,0
R007194,male,1,urban,secondary,1,2,0,0,0,0,0,0,0,1,0
R007195,female,1,urban,primary,0,0,0,0,1,1,1,0,1,0,1
R007196,male,1,urban,primary,1,5,0,0,0,0,0,0,0,0,1
R007197,female,3,rural,secondary,1,5,0,0,0,0,0,0,0,1,1
R007198,male,3,urban,tertiary,1,1,0,0,0,0,0,0,0,0,1
R007199,male,1,urban,none,0,0,0,0,0,0,1,0,0,0,0
R007200,female,1,rural,primary,0,0,0,0,1,0,0,0,0,0,0
R007201,male,1,urban,secondary,1,12,0,0,0,0,0,0,0,1,1
R007202,female,4,rural,primary,1,12,0,0,0,0,0,0,0,1,1
R007203,female,2,rural,tertiary,1,2,0,0,0,0,0,0,0,0,0
R007204,male,3,urban,secondary,1,1,0,1,0,0,0,0,0,1,1
R007205,male,1,rural,primary,1,1,0,0,0,0,0,0,0,1,0
R007206,male,3,urban,tertiary,1,30,0,0,0,0,0,0,0,1,1
R007207,female,3,urban,secondary,1,1,1,0,0,0,0,0,0,0,0
R007208,male,5,urban,tertiary,1,12,0,1,0,0,0,0,0,1,1
R007209,male,5,urban,secondary,1,5,1,1,0,0,0,0,0,1,1
R007210,male,5,rural,secondary,1,12,0,0,0,0,0,0,0,0,1
R007211,male,1,urban,tertiary,1,1,0,0,0,0,0,0,0,1,0
R007212,female,3,rural,secondary,1,5,0,0,0,0,0,0,0,0,0
R007213,female,3,rural,tertiary,1,12,0,1,0,0,0,0,0,1,1
R007214,female,2,rural,secondary,1,1,0,0,0,0,0,0,0,0,1
R007215,female,1,rural,secondary,0,0,0,0,0,0,1,0,1,1,0
R007216,male,5,urban,primary,1,12,0,1,0,0,0,0,0,1,1
R007217,female,2,urban,primary,1,12,0,0,0,0,0,0,0,0,0
R007218,female,4,rural,primary,0,0,0,0,1,1,0,0,0,0,1
R007219,male,3,urban,primary,1,5,0,1,0,0,0,0,0,1,1
R007220,male,2,urban,none,0,0,0,0,1,0,1,0,1,1,1
R007221,female,5,rural,primary,1,12,1,0,0,0,0,0,0,1,0
R007222,female,4,rural,secondary,1,1,0,1,0,0,0,0,0,1,1
R007223,female,2,rural,secondary,0,0,0,0,0,1,1,0,1,0,1
R007224,male,5,urban,secondary,1,5,0,0,0,0,0,0,0,0,1
R007225,female,4,urban,secondary,1,2,1,1,0,0,0,0,0,0,1
R007226,female,1,urban,primary,0,0,0,0,1,0,1,1,0,0,1
R007227,male,5,urban,tertiary,1,5,1,0,0,0,0,0,0,1,1
R007228,female,3,urban,tertiary,1,30,1,0,0,0,0,0,0,1,1
R007229,female,5,urban,secondary,1,5,0,1,0,0,0,0,0,1,1
R007230,male,2,urban,none,0,0,0,0,1,0,0,0,0,0,1
R007231,male,5,rural,secondary,1,12,0,1,0,0,0,0,0,1,1
R007232,male,2,rural,tertiary,1,5,0,1,0,0,0,0,0,1,0
R007233,male,1,urban,primary,1,5,0,1,0,0,0,0,0,1,0
R007234,male,2,urban,primary,1,2,0,1,0,0,0,0,0,0,0
R007235,female,3,urban,tertiary,1,2,1,0,0,0,0,0,0,1,1
R007236,male,3,urban,none,1,5,1,1,0,0,0,0,0,0,0
R007237,female,2,rural,primary,1,5,0,0,0,0,0,0,0,0,1
R007238,male,3,rural,tertiary,1,1,0,1,0,0,0,0,0,1,1
R007239,male,5,urban,primary,1,12,0,0,0,0,0,0,0,0,1
R007240,female,5,rural,tertiary,1,2,0,1,0,0,0,0,0,1,1
R007241,male,1,urban,primary,1,5,0,0,0,0,0,0,0,0,0
R007242,female,3,urban,secondary,1,2,0,0,0,0,0,0,0,1,1
R007243,male,5,rural,tertiary,1,12,0,1,0,0,0,0,0,1,1
R007244,male,2,urban,secondary,0,0,0,0,0,0,1,1,0,0,1
R007245,male,3,urban,tertiary,1,0,0,0,0,0,0,0,0,1,0
R007246,male,3,rural,tertiary,1,1,0,1,0,0,0,0,0,1,1
R007247,female,2,urban,secondary,1,5,1,0,0,0,0,0,0,1,1
R007248,male,3,urban,secondary,1,5,0,0,0,0,0,0,0,1,1
R007249,female,4,rural,primary,0,0,0,0,1,1,0,1,0,1,0
R007250,female,4,urban,none,1,1,0,1,0,0,0,0,0,1,1
R007251,male,2,rural,tertiary,1,12,0,0,0,0,0,0,0,1,1
R007252,female,3,urban,primary,1,2,0,0,0,0,0,0,0,1,1
R007253,male,1,urban,primary,0,0,0,0,1,0,1,1,0,0,0
R007254,male,1,rural,primary,1,1,0,0,0,0,0,0,0,0,1
R007255,male,1,urban,secondary,1,2,0,0,0,0,0,0,0,1,1
R007256,female,3,urban,primary,1,12,0,1,0,0,0,0,0,1,1
R007257,male,3,rural,none,0,0,0,0,1,0,0,0,1,0,0
R007258,male,2,urban,secondary,1,1,0,0,0,0,0,0,0,1,1
R007259,male,2,urban,secondary,1,30,0,0,0,0,0,0,0,0,1
R007260,male,5,rural,secondary,1,5,1,1,0,0,0,0,0,1,1
R007261,female,5,urban,primary,1,12,1,0,0,0,0,0,0,1,1
R007262,male,3,rural,secondary,1,12,0,1,0,0,0,0,0,1,1
R007263,female,1,rural,secondary,0,0,0,0,1,1,0,1,1,0,1
R007264,female,4,urban,secondary,1,1,0,0,0,0,0,0,0,1,1
