source_row,split
7419,train
7420,train
7421,train
7422,test
7423,train
7424,train
7425,test
7426,train
7427,train
7428,train
7429,train
7430,train
7431,train
7432,train
7433,train
7434,train
7435,train
7436,train
7437,test
7438,train
7439,train
7440,train
7441,train
7442,train
7443,train
7444,test
7445,train
7446,train
7447,train
7448,test
7449,validation
7451,train
7452,train
7453,train
7454,train
7455,train
7456,train
7457,train
7458,test
7459,train
7460,train
7461,test
7462,train
7463,train
7464,train
7465,train
7466,test
7467,train
7468,validation
7469,validation
7470,test
7471,test
7472,train
7473,train
7474,train
7475,validation
7476,train
7477,train
7478,train
7479,validation
7480,train
7481,train
7482,train
7483,train
7484,test
7485,validation
7486,train
7487,train
7488,train
7489,train
7490,train
7491,test
7492,test
7493,validation
7494,train
7495,train
7496,train
7497,train
7498,train
7499,train
7500,validation
7501,test
7502,train
7503,train
7504,train
7505,train
7506,test
7507,test
7508,test
7509,train
7510,train
7511,train
7512,train
7513,train
7514,test
7515,train
7516,train
7517,train
7518,validation
7519,test
7520,train
7521,validation
7523,train
7524,train
7525,train
7526,test
7527,train
7528,train
7529,train
7530,train
7531,train
7532,train
7533,train
7534,train
7535,test
7536,validation
7537,train
7538,train
7539,validation
7540,validation
7541,test
7542,train
7543,train
7544,train
7549,train
7550,train
7551,test
7552,validation
7555,train
7556,train
7557,train
7558,test
7559,train
7560,validation
7561,test
7562,test
7563,train
7564,validation
7565,train
7566,test
7567,train
7568,train
7569,train
7570,train
7571,train
7572,train
7573,test
7574,train
7575,train
7576,train
7577,train
7578,train
7579,train
7580,train
7581,train
7582,validation
7583,train
7584,test
7585,train
7586,train
7587,train
7588,validation
7589,train
7590,test
7591,train
7592,train
7593,train
7595,train
7596,train
7597,train
7598,validation
7599,train
7600,test
7601,train
7602,train
7603,train
7604,train
7605,train
7606,validation
7607,train
7608,train
7609,train
7610,train
7611,test
7612,train
7613,test
7614,test
7615,train
7616,test
7617,train
7618,train
7619,train
7620,train
7621,train
7622,train
7623,train
7624,train
7625,train
7626,train
7627,test
7628,train
7629,train
7632,train
7633,validation
7634,test
7635,train
7636,train
7637,test
7638,train
7664,validation
7667,validation
7668,train
7669,train
7670,train
7671,train
7672,train
7673,test
7674,train
7675,train
7676,train
7677,train
7678,train
7679,train
7680,train
7681,test
7682,train
7683,test
7694,test
7695,train
7696,train
7697,train
7698,train
7699,validation
7700,train
7701,validation
7702,test
7703,train
7704,train
7705,train
7706,train
7707,train
7708,validation
7718,train
7719,train
7720,train
7721,train
7722,train
7723,test
7724,train
7725,train
7726,test
7727,test
7728,train
7729,train
7730,validation
7731,train
7732,test
7733,train
7734,train
7735,train
7736,train
7739,train
7740,test
7741,train
7742,train
7743,train
7744,train
7745,train
7746,train
7747,train
7748,train
7749,train
7750,train
7751,test
7752,train
7753,train
7754,train
7755,train
7756,validation
7757,train
7758,train
7759,train
7760,train
7761,train
7762,test
7763,train
7764,train
7765,train
7766,test
7767,train
7768,test
7769,train
7770,train
7771,train
7772,train
7773,train
7774,train
7784,train
7785,train
7786,train
7787,train
7788,train
7789,train
7790,train
7791,test
7792,train
7793,train
7794,validation
7795,validation
7796,train
7797,test
7798,test
7799,train
7800,test
7801,test
7802,train
7803,train
7804,train
7805,validation
7806,validation
7807,train
7808,train
7809,validation
7811,train
7812,validation
7813,train
7814,train
7815,train
7816,train
7817,train
7818,train
7819,train
7820,train
7821,test
7822,train
7823,train
7824,train
7825,validation
7826,train
7827,train
7828,train
7829,train
7830,validation
7831,train
7832,validation
7833,validation
7834,train
7835,validation
7836,train
7837,train
7838,test
7840,train
7841,validation
7842,train
7843,train
7844,train
7845,train
7846,train
7847,test
7848,test
7849,train
7850,test
7851,train
7852,train
7853,train
7854,test
7855,train
7856,train
7857,train
7858,train
7859,validation
7860,test
7861,train
7862,train
7863,validation
7864,train
7865,train
7866,train
7867,train
7868,train
7869,train
7870,train
7871,train
7872,train
7873,train
7874,validation
7875,train
7876,train
7877,train
7878,validation
7879,train
7880,train
7881,train
7882,test
7883,train
7884,train
7885,train
7886,train
7887,validation
7888,train
7889,train
7890,train
7891,train
7892,train
7893,train
7894,train
7895,train
7896,validation
7897,train
7898,train
7899,train
7900,train
7901,validation
7902,train
7903,train
7904,test
7905,train
7907,validation
7908,train
7909,train
7910,validation
7911,train
7912,train
7913,train
7914,train
7915,train
7916,validation
7917,test
7918,train
7919,train
7920,validation
7921,train
7922,train
7923,test
7924,test
7925,train
7926,train
7927,test
7928,train
7929,train
7930,train
7931,train
7932,test
7933,train
7934,train
7935,train
7936,train
7937,train
7938,train
7939,validation
7940,train
7941,train
7942,train
7943,validation
7944,train
7945,train
7946,train
7947,test
7948,test
7949,train
7950,test
7951,validation
7952,train
7953,train
7954,test
7955,test
7956,validation
7957,train
7958,train
7959,train
7960,validation
7961,train
7962,train
7963,train
7964,train
7965,train
7966,test
7967,test
7968,train
7969,train
7970,train
7971,test
7972,train
7973,train
7974,validation
7975,train
7976,validation
7977,train
7979,validation
7980,train
7981,validation
7982,train
7983,train
7984,train
7985,train
7986,train
7987,train
7988,train
7989,train
7990,validation
7991,test
7992,train
7993,train
7994,train
7995,validation
7996,test
7997,validation
7998,train
7999,train
8000,train
8001,train
8002,train
8003,train
8004,validation
8005,train
8006,train
8007,train
8008,train
8009,train
8010,train
8011,validation
8012,test
8013,validation
8014,train
8015,test
8016,train
8017,test
8018,test
8019,validation
8020,validation
8021,train
8022,train
8023,train
8024,test
8025,train
8026,validation
8027,train
8028,train
8029,train
8030,train
8031,train
8032,validation
8033,validation
8034,test
8035,train
8036,train
8037,train
8038,train
8115,validation
8116,train
8117,test
8118,validation
8119,validation
8120,train
8121,train
8123,validation
8124,validation
8125,test
8126,train
8127,train
8128,train
8129,train
8130,train
8131,validation
8132,train
8133,test
8134,test
8135,train
8136,train
8137,train
8138,train
8139,train
8140,train
8141,train
8142,test
8143,train
8144,test
8145,test
8146,train
8147,validation
8148,train
8149,train
8150,validation
8151,train
8152,train
8153,train
8154,test
8155,train
8156,test
8157,train
8158,train
8159,train
8160,train
8161,train
8162,train
8163,validation
8164,train
8165,train
8166,train
8167,test
8168,validation
8169,train
8170,train
8171,train
8172,validation
8173,test
8174,train
8175,train
8176,validation
8177,train
8178,test
8179,train
8180,train
8181,train
8182,train
8183,test
8184,validation
8185,train
8186,train
8187,train
8188,train
8189,train
8190,train
8191,validation
8192,validation
8193,train
8195,train
8196,train
8197,train
8198,train
8199,validation
8200,test
8201,train
8202,validation
8203,validation
8204,train
8205,test
8206,validation
8207,train
8208,train
8209,test
8210,train
8211,train
8212,train
8213,validation
8214,test
8215,train
8216,train
8217,train
8218,validation
8219,validation
8220,train
8221,train
8222,train
8223,validation
8224,train
8225,validation
8226,train
8227,train
8228,train
8229,train
8230,validation
8231,validation
8232,test
8233,train
8234,train
8235,train
8236,train
8237,train
8238,train
8239,test
8240,train
8241,train
8242,test
8243,test
8244,validation
8245,validation
8246,test
8247,test
8248,validation
8249,test
8250,test
8251,train
8252,train
8253,train
8254,train
8255,train
8256,train
8257,train
8258,train
8259,train
8260,train
8261,train
8262,train
8263,train
8264,train
8265,train
8267,train
8268,train
8269,train
8270,train
8271,train
8272,validation
8273,train
8274,train
8275,validation
8276,train
8277,train
8278,validation
8279,train
8280,train
8281,train
8282,train
8283,validation
8284,train
8285,train
8286,train
8287,validation
8288,train
8289,train
8290,train
8291,train
8292,train
8293,validation
8294,validation
8295,train
8296,train
8297,train
8298,test
8299,train
8300,train
8301,train
8302,validation
8303,train
8304,train
8305,train
8306,train
8307,train
8308,train
8309,train
8310,validation
8311,train
8312,test
8313,validation
8314,train
8315,train
8316,train
8317,validation
8318,train
8319,validation
8320,train
8321,train
8322,train
8323,test
8324,train
8325,train
8326,train
8327,train
8328,train
8329,train
8330,validation
8331,test
8332,train
8333,test
8334,train
8335,test
8336,train
8337,train
8339,test
8340,train
8341,train
8342,train
8343,test
8344,train
8345,validation
8346,train
8347,train
8348,train
8349,train
8350,train
8351,train
8352,train
8353,validation
8354,validation
8355,train
8356,train
8357,validation
8358,train
8359,train
8360,train
8361,train
8362,train
8363,train
8364,test
8365,validation
8366,train
8367,train
8368,train
8369,test
8370,validation
8371,validation
8372,validation
8373,train
8374,validation
8375,train
8376,train
8377,train
8378,train
8379,test
8380,validation
8381,train
8382,train
8383,validation
8384,train
8385,train
8386,train
8387,train
8388,train
8389,train
8390,test
8391,train
8392,train
8393,validation
8394,validation
8395,train
8396,validation
8397,test
8398,train
8399,validation
8400,train
8401,train
8402,test
8403,train
8404,train
8405,train
8406,train
8407,train
8408,train
8409,validation
8411,train
8412,validation
8413,validation
8414,train
8415,validation
8416,train
8417,train
8418,train
8419,train
8420,train
8421,train
8422,train
8423,train
8424,train
8425,train
8426,train
8427,train
8428,train
8429,train
8430,validation
8431,test
8432,train
8433,train
8434,train
8435,train
8436,validation
8437,train
8438,validation
8439,train
8440,validation
8441,train
8442,test
8443,train
8444,validation
8445,test
8446,train
8447,test
8448,train
8449,validation
8450,test
8451,test
8452,train
8453,train
8454,train
8455,train
8456,train
8457,train
8458,train
8459,validation
8460,train
8461,test
8462,train
8463,test
8464,test
8465,train
8466,train
8467,train
8468,validation
8469,train
8470,validation
8471,test
8472,train
8473,train
8474,train
8475,train
8476,train
8477,train
8478,train
8479,train
8480,train
8481,train
8483,train
8484,train
8485,train
8486,test
8487,train
8488,test
8489,train
8490,train
8491,test
8492,validation
8493,train
8494,train
8495,train
8496,train
8497,train
8498,train
8499,validation
8500,train
8501,train
8502,test
8503,train
8504,train
8505,validation
8506,train
8507,validation
8508,train
8509,train
8510,test
8511,test
8512,train
8513,test
8514,train
8515,train
8516,test
8517,validation
8518,train
8519,train
8520,train
8521,train
8522,train
8523,train
8524,train
8525,train
8526,train
8527,train
8528,test
8529,train
8530,test
8531,train
8532,train
8533,test
8534,validation
8535,train
8536,train
8537,test
8538,test
8539,train
8540,validation
8541,train
8542,train
8543,train
8544,train
8545,train
8546,test
8547,validation
8548,train
8549,train
8550,train
8551,train
8552,test
8553,train
8555,train
8556,train
8557,train
8558,validation
8559,train
8560,validation
8561,test
8562,train
8563,validation
8564,validation
8565,train
8566,test
8567,train
8568,train
8569,train
8570,train
8571,train
8572,train
8573,train
8574,train
8575,test
8576,train
8577,train
8578,train
8579,train
8580,train
8581,train
8582,test
8583,train
8584,train
8585,train
8586,train
8587,train
8588,train
8589,train
8590,train
8591,validation
8592,train
8593,train
8594,train
8595,train
8596,validation
8597,train
8598,test
8599,train
8600,train
8601,train
8602,train
8603,train
8604,validation
8605,train
8606,validation
8607,train
8608,train
8609,train
8610,validation
8611,train
8612,train
8613,train
8614,validation
8615,test
8616,test
8617,train
8618,test
8619,train
8620,train
8621,train
8622,train
8623,train
8624,train
8625,train
8627,validation
8628,train
8629,train
8630,train
8631,train
8632,train
8633,validation
8634,test
8635,train
8636,train
8637,test
8638,train
8639,train
8640,train
8641,train
8642,train
8643,train
8644,train
8645,validation
8646,test
8647,train
8648,train
8649,test
8650,train
8651,train
8652,train
8653,train
8654,train
8655,train
8656,train
8657,train
8658,train
8659,train
8660,train
8661,train
8662,train
8663,train
8664,train
8665,test
8666,train
8667,train
8668,train
8669,train
8670,train
8671,train
8672,train
8673,test
8674,train
8675,train
8676,train
8677,train
8678,train
8679,test
8680,test
8681,train
8682,train
8683,train
8684,train
8685,test
8686,train
8687,train
8688,train
8689,train
8690,validation
8691,test
8692,train
8693,train
8694,train
8695,train
8696,train
8697,train
8699,train
8700,train
8701,test
8702,train
8703,train
8704,test
8705,train
8706,train
8707,train
8708,train
8709,train
8710,train
8711,test
8712,train
8713,train
8714,train
8715,train
8716,validation
8717,train
8718,validation
8719,train
8720,validation
8721,test
8722,validation
8723,train
8724,train
8725,test
8726,train
8727,train
8728,train
8729,train
8730,validation
8731,validation
8732,validation
8733,train
8734,test
8735,train
8736,train
8737,train
8738,test
8739,validation
8740,train
8741,train
8742,validation
8743,train
8744,train
8745,train
8746,train
8747,train
8748,train
8749,train
8750,train
8751,train
8752,test
8753,train
8754,train
8755,train
8756,train
8757,train
8758,validation
8759,test
8760,validation
8761,train
8762,train
8763,test
8764,train
8765,train
8766,validation
8767,train
8768,test
8769,train
8771,test
8772,train
8773,train
8774,train
8775,train
8776,train
8778,train
8779,train
8780,validation
8781,train
8782,train
8783,train
8784,train
8785,train
8786,train
8787,test
8788,train
8789,train
8790,train
8791,train
8792,test
8793,train
8798,train
8799,test
8800,train
8801,train
8802,train
8803,train
8804,train
8805,train
8806,validation
8807,test
8808,train
8809,validation
8810,train
8811,train
8812,train
8813,validation
8814,train
8815,train
8816,train
8823,validation
8824,validation
8825,train
8826,train
8827,train
8828,train
8829,train
8830,train
8831,train
8832,train
8833,test
8834,test
8835,test
8836,train
8837,train
8838,test
8839,train
8840,test
8841,train
8843,train
8844,train
8845,train
8846,train
8847,train
8848,train
8849,validation
8850,train
8851,validation
8852,validation
8853,train
8854,train
8855,train
8856,train
8857,validation
8858,train
8859,train
8860,train
8861,test
8862,train
8863,validation
8864,validation
8865,validation
8866,train
8867,test
8868,test
8869,train
8870,validation
8871,train
8872,test
8873,train
8874,train
8875,train
8876,train
8877,train
8878,train
8879,train
8880,train
8881,train
8882,test
8883,train
8884,train
8885,train
8886,test
8887,train
8888,test
8889,train
8890,train
8891,validation
8892,test
8893,train
8894,validation
8895,train
8896,test
8897,train
8898,train
8899,train
8900,train
8901,train
8902,test
8903,validation
8904,train
8905,validation
8906,train
8907,train
8908,train
8909,train
8910,train
8911,train
8912,validation
8913,train
8915,train
8916,test
8917,train
8918,train
8919,train
8920,train
8921,test
8922,test
8923,train
8924,train
8925,train
8926,validation
8927,validation
8928,train
8929,test
8930,train
8931,train
8932,validation
8933,train
8934,test
8935,train
8936,train
8937,train
8938,train
8939,train
8940,train
8941,test
8942,train
8943,train
8944,train
8945,train
8946,train
8947,validation
8948,train
8949,test
8950,validation
8951,train
8952,validation
8953,train
8954,validation
8955,train
8956,train
8957,train
8958,validation
8959,train
8960,test
8961,train
8962,train
8963,train
8964,train
8965,train
8966,train
8967,validation
8968,train
8969,test
8970,train
8971,train
8972,test
8973,validation
8974,train
8975,train
8976,validation
8977,train
8978,test
8979,train
8980,train
8981,train
8982,train
8983,train
8984,train
8985,test
8987,validation
8988,train
8989,validation
8990,train
8991,test
8992,test
8993,train
8994,validation
8995,validation
8996,train
8997,train
8998,train
8999,train
9000,validation
9001,train
9002,train
9003,train
9004,validation
9005,validation
9006,train
9007,train
9008,train
9009,train
9010,validation
9011,train
9012,train
9013,train
9014,test
9015,train
9016,train
9017,train
9018,train
9019,train
9020,validation
9021,train
9022,test
9023,train
9024,train
9025,validation
9026,train
9027,train
9028,train
9029,test
9030,validation
9031,train
9032,validation
9033,validation
9034,train
9035,train
9036,validation
9037,test
9038,train
9039,train
9040,train
9041,test
9042,train
9043,train
9044,train
9045,train
9046,train
9047,train
9048,train
9049,train
9050,train
9051,validation
9052,train
9053,train
9054,train
9055,train
9056,train
9057,train
9059,train
9060,train
9061,train
9062,train
9063,test
9064,validation
9065,train
9066,validation
9067,train
9068,train
9069,train
9070,train
9071,train
9072,validation
9073,train
9074,train
9075,validation
9076,train
9077,train
9078,test
9079,train
9080,validation
9081,test
9082,train
9083,test
9084,train
9085,train
9086,train
9087,train
9088,train
9089,test
9090,validation
9091,train
9092,test
9093,train
9094,train
9095,validation
9096,train
9097,train
9098,train
9099,train
9100,train
9101,train
9102,train
9103,train
9104,train
9105,validation
9106,train
9107,train
9108,train
9109,train
9110,train
9111,test
9112,validation
9113,train
9114,train
9115,train
9116,train
9117,train
9118,test
9119,train
9120,validation
9121,train
9122,train
9123,train
9124,train
9125,test
9126,validation
9127,train
9128,train
9129,train
9131,train
9132,train
9133,test
9134,train
9135,train
9136,train
9137,train
9138,train
9139,train
9140,train
9141,train
9142,validation
9143,train
9144,train
9145,train
9146,train
9147,validation
9148,test
9149,test
9150,train
9151,train
9152,test
9153,train
9154,test
9155,train
9156,test
9157,train
9158,train
9159,train
9160,train
9161,train
9162,train
9163,test
9164,train
9165,train
9166,train
9167,validation
9168,test
9169,test
9170,train
9171,train
9172,train
9173,validation
9174,train
9175,train
9176,train
9177,train
9178,train
9179,train
9180,train
9181,test
9182,train
9183,train
9184,test
9185,train
9186,train
9187,train
9188,train
9189,train
9190,validation
9191,test
9192,test
9193,train
9194,validation
9195,test
9196,train
9197,train
9198,train
9199,train
9200,train
9201,validation
9203,train
9204,train
9205,test
9206,validation
9207,train
9208,train
9209,train
9210,validation
9211,train
9212,train
9213,train
9214,train
9215,train
9216,train
9217,test
9218,train
9219,train
9220,train
9221,train
9222,validation
9223,train
9224,test
9225,train
9226,train
9227,train
9228,test
9229,train
9230,validation
9231,test
9232,test
9233,train
9234,test
9235,train
9236,test
9237,train
9238,validation
9239,train
9240,train
9241,test
9242,train
9243,train
9244,train
9245,train
9246,train
9247,train
9248,test
9249,train
9250,train
9251,train
9252,train
9253,train
9254,train
9255,train
9256,train
9257,train
9258,train
9259,train
9260,train
9261,train
9262,train
9263,train
9264,train
9265,test
9266,test
9267,train
9268,train
9269,train
9270,train
9271,train
9272,test
9273,test
9275,train
9276,train
9277,train
9278,train
9279,train
9280,test
9281,train
9282,train
9283,train
9284,train
9285,test
9286,train
9287,validation
9288,train
9289,train
9290,train
9291,train
9292,train
9293,train
9294,validation
9295,validation
9296,train
9297,train
9298,train
9299,train
9300,validation
9301,train
9302,train
9303,train
9304,train
9305,test
9306,validation
9307,train
9308,validation
9309,train
9310,test
9311,train
9312,train
9313,train
9314,train
9315,train
9316,train
9317,validation
9318,test
9319,train
9320,train
9321,train
9322,validation
9323,train
9324,train
9325,train
9326,train
9327,train
9328,train
9329,validation
9330,validation
9331,train
9332,train
9333,train
9334,test
9335,validation
9336,train
9337,validation
9338,train
9339,train
9340,train
9341,train
9342,validation
9343,validation
9344,train
9345,train
9347,validation
9348,test
9349,test
9350,test
9351,test
9352,train
9353,train
9354,train
9355,train
9356,train
