loan_id,grade,amount,term_months,interest_rate,defaulted,recovery_rate
L004322,B,500,36,0.0707,0,0.0
L004323,B,10000,36,0.0768,0,0.0
L004324,C,7500,36,0.111,0,0.0
L004325,A,500,36,0.0481,0,0.0
L004326,C,10000,60,0.1165,0,0.0
L004327,D,10000,12,0.1587,0,0.0
L004328,C,7500,60,0.1337,0,0.0
L004329,C,5000,60,0.1173,0,0.0
L004330,E,10000,36,0.194,1,0.1087
L004331,B,2500,36,0.0874,0,0.0
L004332,D,7500,24,0.1475,0,0.0
L004333,E,500,12,0.1993,0,0.0
L004334,A,2500,12,0.0444,0,0.0
L004335,D,5000,60,0.1526,0,0.0
L004336,B,10000,36,0.071,0,0.0
L004337,C,1000,24,0.1135,0,0.0
L004338,B,5000,36,0.0746,0,0.0
L004339,C,1000,36,0.1233,0,0.0
L004340,A,2500,36,0.0616,0,0.0
L004341,A,10000,60,0.0654,0,0.0
L004342,C,500,12,0.1122,0,0.0
L004343,D,7500,60,0.1436,0,0.0
L004344,B,5000,12,0.068,0,0.0
L004345,E,2500,24,0.1971,0,0.0
L004346,A,1000,12,0.0467,0,0.0
L004347,D,10000,12,0.1408,0,0.0
L004348,A,500,60,0.064,0,0.0
L004349,A,5000,36,0.0494,0,0.0
L004350,E,10000,12,0.2009,0,0.0
L004351,C,2500,60,0.112,0,0.0
L004352,E,10000,24,0.2003,0,0.0
L004353,B,10000,36,0.0853,0,0.0
L004354,E,500,36,0.1948,1,0.2159
L004355,E,2500,60,0.1906,0,0.0
L004356,E,2500,12,0.1926,0,0.0
L004357,E,1000,36,0.2033,0,0.0
L004358,B,1000,12,0.0705,0,0.0
L004359,D,2500,36,0.1487,0,0.0
L004360,A,500,12,0.0553,0,0.0
L004361,B,500,24,0.0927,0,0.0
L004362,C,10000,36,0.1073,0,0.0
L004363,A,2500,12,0.0674,0,0.0
L004364,D,2500,36,0.1484,0,0.0
L004365,A,1000,36,0.0523,0,0.0
L004366,C,10000,24,0.1072,0,0.0
L004367,A,10000,36,0.0577,0,0.0
L004368,C,1000,12,0.1228,1,0.2818
L004369,D,2500,24,0.1478,0,0.0
L004370,E,1000,60,0.2044,1,0.2538
L004371,A,500,36,0.0474,0,0.0
L004372,A,2500,36,0.0609,0,0.0
L004373,A,1000,12,0.0643,0,0.0
L004374,C,1000,60,0.1195,0,0.0
L004375,E,7500,12,0.2024,1,0.0471
L004376,C,10000,36,0.1087,0,0.0
L004377,C,500,60,0.1058,0,0.0
L004378,C,5000,24,0.1101,0,0.0
L004379,B,500,36,0.0766,0,0.0
L004380,A,7500,12,0.048,0,0.0
L004381,D,2500,36,0.1522,0,0.0
L004382,E,1000,60,0.1921,0,0.0
L004383,D,2500,24,0.1465,0,0.0
L004384,B,2500,60,0.0801,0,0.0
L004385,C,5000,36,0.1153,0,0.0
L004386,C,500,60,0.1084,1,0.3929
L004387,B,10000,24,0.0838,0,0.0
L004388,B,10000,60,0.0822,0,0.0
L004389,B,7500,36,0.0848,0,0.0
L004390,A,2500,24,0.06,0,0.0
L004391,E,1000,24,0.2021,0,0.0
L004392,C,10000,24,0.1017,0,0.0
L004393,B,1000,60,0.0679,0,0.0
L004394,C,7500,60,0.1115,0,0.0
L004395,B,10000,12,0.0797,0,0.0
L004396,C,2500,36,0.118,0,0.0
L004397,C,7500,12,0.1136,0,0.0
L004398,A,7500,36,0.053,0,0.0
L004399,A,7500,12,0.066,0,0.0
L004400,C,1000,12,0.1099,0,0.0
L004401,E,2500,60,0.1919,0,0.0
L004402,C,2500,60,0.1186,0,0.0
L004403,B,5000,36,0.0881,0,0.0
L004404,B,10000,36,0.0824,0,0.0
L004405,D,10000,36,0.1591,0,0.0
L004406,E,500,24,0.1892,0,0.0
L004407,B,2500,12,0.0712,0,0.0
L004408,C,500,36,0.1089,0,0.0
L004409,B,1000,24,0.0812,0,0.0
L004410,A,10000,60,0.0503,0,0.0
L004411,B,2500,12,0.0849,0,0.0
L004412,B,10000,36,0.0818,0,0.0
L004413,A,1000,24,0.0488,0,0.0
L004414,B,7500,36,0.0739,0,0.0
L004415,A,10000,36,0.0567,0,0.0
L004416,C,7500,36,0.0996,0,0.0
L004417,A,2500,24,0.0601,0,0.0
L004418,E,10000,36,0.1859,0,0.0
L004419,C,7500,60,0.1182,0,0.0
L004420,B,1000,24,0.0705,0,0.0
L004421,A,10000,24,0.0516,0,0.0
L004422,C,500,60,0.1094,0,0.0
L004423,B,500,36,0.0727,0,0.0
L004424,E,7500,36,0.1883,0,0.0
L004425,C,2500,24,0.1231,0,0.0
L004426,D,7500,24,0.1445,0,0.0
L004427,B,1000,24,0.0836,0,0.0
L004428,A,5000,60,0.0611,0,0.0
L004429,B,2500,60,0.0712,0,0.0
L004430,C,1000,24,0.1081,0,0.0
L004431,A,5000,24,0.059,0,0.0
L004432,D,1000,60,0.1454,1,0.0791
L004433,A,10000,36,0.0556,0,0.0
L004434,C,10000,12,0.1107,0,0.0
L004435,D,7500,12,0.1432,0,0.0
L004436,A,500,60,0.052,0,0.0
L004437,C,1000,24,0.0966,0,0.0
L004438,B,5000,12,0.0689,0,0.0
L004439,C,5000,24,0.1183,0,0.0
L004440,C,10000,60,0.112,0,0.0
L004441,C,500,12,0.1064,0,0.0
L004442,E,1000,12,0.1953,0,0.0
L004443,B,7500,24,0.0787,0,0.0
L004444,C,1000,36,0.1122,0,0.0
L004445,C,1000,24,0.1048,0,0.0
L004446,A,1000,36,0.0513,0,0.0
L004447,D,2500,24,0.1512,0,0.0
L004448,D,5000,12,0.15,1,0.1991
L004449,D,500,24,0.1456,0,0.0
L004450,B,7500,24,0.0774,0,0.0
L004451,C,5000,36,0.114,1,0.3112
L004452,C,1000,24,0.1046,0,0.0
L004453,C,7500,12,0.1055,0,0.0
L004454,A,1000,36,0.0584,0,0.0
L004455,C,500,36,0.1108,0,0.0
L004456,C,500,60,0.115,0,0.0
L004457,C,7500,12,0.1074,1,0.2085
L004458,D,7500,36,0.1553,0,0.0
L004459,D,1000,24,0.1517,0,0.0
L004460,D,2500,60,0.1431,0,0.0
L004461,A,500,12,0.0614,0,0.0
L004462,D,5000,36,0.1505,0,0.0
L004463,C,1000,36,0.1035,0,0.0
L004464,A,1000,60,0.0599,0,0.0
L004465,C,500,60,0.1088,0,0.0
L004466,C,5000,24,0.1137,0,0.0
L004467,D,10000,36,0.1451,1,0.4346
L004468,A,5000,12,0.0503,0,0.0
L004469,A,1000,12,0.0616,0,0.0
L004470,B,7500,36,0.0856,0,0.0
L004471,E,5000,12,0.2005,1,0.3768
L004472,E,10000,60,0.2026,0,0.0
L004473,D,10000,12,0.1424,0,0.0
L004474,B,7500,60,0.0845,0,0.0
L004475,A,7500,12,0.0555,0,0.0
L004476,C,5000,60,0.1086,1,0.2063
L004477,C,7500,36,0.1179,1,0.388
L004478,E,1000,36,0.1975,1,0.1307
L004479,D,1000,12,0.1441,0,0.0
L004480,A,2500,12,0.0599,0,0.0
L004481,A,10000,24,0.0562,0,0.0
L004482,B,1000,36,0.0757,0,0.0
L004483,D,7500,60,0.141,0,0.0
L004484,B,7500,60,0.0722,0,0.0
L004485,B,500,12,0.0803,0,0.0
L004486,B,1000,12,0.0724,0,0.0
L004487,D,5000,24,0.1483,0,0.0
L004488,D,1000,36,0.1425,0,0.0
L004489,B,500,24,0.0735,0,0.0
L004490,B,2500,60,0.0836,0,0.0
L004491,A,500,12,0.0539,0,0.0
L004492,B,2500,24,0.0795,0,0.0
L004493,D,5000,24,0.1511,0,0.0
L004494,A,5000,60,0.0517,0,0.0
L004495,B,1000,24,0.085,0,0.0
L004496,D,1000,24,0.1423,0,0.0
L004497,A,1000,12,0.0621,0,0.0
L004498,D,10000,12,0.154,1,0.099
L004499,C,1000,60,0.1028,0,0.0
L004500,B,7500,24,0.0761,0,0.0
L004501,D,7500,12,0.1368,0,0.0
L004502,C,500,36,0.1218,0,0.0
L004503,C,10000,60,0.103,0,0.0
L004504,A,2500,12,0.0526,0,0.0
L004505,D,7500,36,0.1499,0,0.0
L004506,C,5000,60,0.1143,0,0.0
L004507,D,500,24,0.1473,1,0.2997
L004508,B,500,36,0.0808,0,0.0
L004509,A,2500,12,0.0509,0,0.0
L004510,B,500,36,0.0865,0,0.0
L004511,B,5000,12,0.0675,0,0.0
L004512,C,5000,24,0.1245,0,0.0
L004513,B,2500,60,0.0828,0,0.0
L004514,C,7500,12,0.1164,0,0.0
L004515,B,500,24,0.0826,0,0.0
L004516,C,7500,24,0.1103,0,0.0
L004517,D,2500,36,0.1476,0,0.0
L004518,A,500,60,0.053,0,0.0
L004519,B,500,24,0.0846,0,0.0
L004520,A,500,12,0.0582,0,0.0
L004521,B,500,12,0.0786,0,0.0
L004522,C,5000,24,0.11,0,0.0
L004523,B,1000,60,0.0851,0,0.0
L004524,D,5000,36,0.1521,0,0.0
L004525,D,500,60,0.138,0,0.0
L004526,D,1000,12,0.1411,0,0.0
L004527,C,500,60,0.1097,0,0.0
L004528,E,7500,12,0.1811,0,0.0
L004529,C,500,36,0.1186,0,0.0
L004530,C,2500,24,0.1172,0,0.0
L004531,A,7500,36,0.0524,0,0.0
L004532,C,7500,24,0.114,1,0.2775
L004533,C,7500,36,0.094,0,0.0
L004534,D,7500,24,0.1478,0,0.0
L004535,A,5000,12,0.052,0,0.0
L004536,D,1000,60,0.137,0,0.0
L004537,A,2500,12,0.0637,0,0.0
L004538,D,5000,12,0.15,0,0.0
L004539,D,500,12,0.1527,0,0.0
L004540,A,1000,24,0.0504,0,0.0
L004541,A,7500,60,0.054,0,0.0
L004542,C,1000,24,0.1054,0,0.0
L004543,C,10000,24,0.1189,0,0.0
L004544,C,10000,12,0.1089,0,0.0
L004545,C,7500,36,0.0947,0,0.0
L004546,B,2500,60,0.0753,0,0.0
L004547,C,5000,12,0.1144,1,0.1864
L004548,B,5000,12,0.0795,0,0.0
L004549,A,1000,60,0.0478,0,0.0
L004550,C,10000,24,0.1108,0,0.0
L004551,B,2500,12,0.0887,0,0.0
L004552,C,1000,12,0.1233,0,0.0
L004553,B,2500,12,0.0795,1,0.3191
L004554,A,5000,12,0.0514,0,0.0
L004555,E,10000,24,0.1924,0,0.0
L004556,D,7500,24,0.1432,0,0.0
L004557,A,1000,24,0.051,0,0.0
L004558,B,7500,24,0.0939,0,0.0
L004559,A,7500,60,0.0544,0,0.0
L004560,D,2500,60,0.1493,0,0.0
L004561,B,1000,60,0.0824,0,0.0
L004562,D,10000,60,0.161,0,0.0
L004563,A,10000,12,0.0454,0,0.0
L004564,C,5000,24,0.1163,0,0.0
L004565,B,1000,36,0.0949,0,0.0
L004566,A,10000,36,0.0566,0,0.0
L004567,C,5000,12,0.1222,0,0.0
L004568,D,500,60,0.1564,0,0.0
L004569,A,5000,60,0.0638,0,0.0
L004570,A,5000,36,0.0533,0,0.0
L004571,B,5000,36,0.0956,0,0.0
L004572,C,7500,12,0.1081,1,0.2954
L004573,D,10000,36,0.1557,0,0.0
L004574,A,2500,60,0.0542,0,0.0
L004575,A,500,24,0.0462,0,0.0
L004576,A,7500,24,0.0602,0,0.0
L004577,C,10000,36,0.117,0,0.0
L004578,A,500,12,0.0528,0,0.0
L004579,B,5000,60,0.0787,0,0.0
L004580,B,5000,24,0.0777,0,0.0
L004581,B,5000,24,0.093,0,0.0
L004582,C,1000,36,0.1178,0,0.0
L004583,C,500,24,0.1135,0,0.0
L004584,A,1000,12,0.0559,0,0.0
L004585,B,2500,60,0.074,0,0.0
L004586,D,500,60,0.1436,0,0.0
L004587,D,5000,12,0.147,0,0.0
L004588,B,1000,60,0.0765,0,0.0
L004589,D,7500,12,0.1497,0,0.0
L004590,B,2500,60,0.0706,0,0.0
L004591,D,10000,60,0.1454,0,0.0
L004592,D,5000,12,0.1596,1,0.1198
L004593,D,5000,24,0.1585,0,0.0
L004594,C,1000,36,0.1115,0,0.0
L004595,C,2500,60,0.1059,0,0.0
L004596,A,2500,36,0.0619,0,0.0
L004597,B,500,60,0.0822,0,0.0
L004598,B,2500,36,0.0666,0,0.0
L004599,C,1000,36,0.1107,1,0.4392
L004600,C,2500,24,0.1097,0,0.0
L004601,B,1000,24,0.0842,0,0.0
L004602,B,1000,24,0.0938,0,0.0
L004603,C,1000,36,0.1024,0,0.0
L004604,E,7500,60,0.2086,0,0.0
L004605,A,1000,24,0.0601,0,0.0
L004606,A,10000,24,0.0633,0,0.0
L004607,C,1000,60,0.118,0,0.0
L004608,B,10000,12,0.0685,0,0.0
L004609,A,10000,60,0.0578,0,0.0
L004610,E,5000,36,0.1966,1,0.2837
L004611,A,5000,60,0.0561,0,0.0
L004612,A,2500,24,0.0527,0,0.0
L004613,B,5000,36,0.0842,1,0.3175
L004614,B,10000,24,0.0789,0,0.0
L004615,B,5000,36,0.0838,0,0.0
L004616,D,7500,12,0.145,0,0.0
L004617,A,500,60,0.0606,0,0.0
L004618,C,5000,36,0.1133,0,0.0
L004619,A,1000,60,0.0527,0,0.0
L004620,B,7500,36,0.0792,0,0.0
L004621,D,1000,24,0.1566,0,0.0
L004622,B,500,24,0.0846,0,0.0
L004623,A,5000,12,0.0626,0,0.0
L004624,A,7500,36,0.0497,1,0.1493
L004625,D,1000,36,0.1488,0,0.0
L004626,C,7500,60,0.104,0,0.0
L004627,B,5000,12,0.088,0,0.0
L004628,D,2500,24,0.1446,0,0.0
L004629,B,1000,60,0.076,1,0.2043
L004630,C,2500,24,0.1128,1,0.297
L004631,A,1000,60,0.0608,0,0.0
L004632,A,10000,60,0.0534,0,0.0
L004633,E,500,36,0.1938,1,0.0946
L004634,A,500,12,0.047,0,0.0
L004635,A,7500,24,0.0519,0,0.0
L004636,C,500,36,0.1293,0,0.0
L004637,E,10000,24,0.1974,0,0.0
L004638,C,5000,36,0.1203,0,0.0
L004639,D,7500,12,0.1417,0,0.0
L004640,B,2500,36,0.074,0,0.0
L004641,C,1000,60,0.1061,0,0.0
L004642,A,2500,36,0.0531,1,0.343
L004643,D,10000,24,0.1473,0,0.0
L004644,A,2500,60,0.0447,0,0.0
L004645,C,10000,24,0.1124,0,0.0
L004646,D,7500,12,0.1439,0,0.0
L004647,B,5000,12,0.0838,0,0.0
L004648,D,10000,36,0.1522,0,0.0
L004649,B,500,60,0.0797,0,0.0
L004650,B,500,60,0.0795,0,0.0
L004651,B,2500,24,0.0849,0,0.0
L004652,C,1000,36,0.1175,0,0.0
L004653,B,2500,12,0.0881,0,0.0
L004654,A,10000,12,0.0558,0,0.0
L004655,C,5000,36,0.1313,0,0.0
L004656,E,10000,60,0.1996,0,0.0
L004657,B,500,60,0.0829,0,0.0
L004658,B,10000,36,0.0691,0,0.0
L004659,C,500,12,0.1106,1,0.1628
L004660,C,7500,60,0.1046,0,0.0
L004661,B,500,12,0.0783,0,0.0
L004662,D,500,12,0.1572,0,0.0
L004663,A,1000,60,0.055,0,0.0
L004664,B,7500,60,0.0828,0,0.0
L004665,A,500,12,0.0577,0,0.0
L004666,B,2500,60,0.0798,0,0.0
L004667,B,2500,60,0.0642,0,0.0
L004668,C,7500,60,0.1177,0,0.0
L004669,B,10000,60,0.0796,0,0.0
L004670,D,10000,24,0.1596,0,0.0
L004671,D,5000,24,0.1566,0,0.0
L004672,C,500,24,0.1088,0,0.0
L004673,D,10000,60,0.1485,0,0.0
L004674,B,500,24,0.0732,0,0.0
L004675,B,5000,24,0.0731,1,0.2953
L004676,C,2500,36,0.1074,0,0.0
L004677,B,500,24,0.0828,0,0.0
L004678,D,2500,60,0.1511,0,0.0
L004679,A,7500,36,0.0649,0,0.0
L004680,C,10000,24,0.1025,0,0.0
L004681,A,500,36,0.059,0,0.0
L004682,E,2500,24,0.1856,0,0.0
L004683,E,5000,36,0.2039,0,0.0
L004684,B,500,60,0.0796,0,0.0
L004685,C,10000,60,0.1164,0,0.0
L004686,B,7500,24,0.0632,0,0.0
L004687,A,500,36,0.0508,0,0.0
L004688,E,2500,12,0.2033,0,0.0
L004689,A,2500,60,0.06,0,0.0
L004690,A,1000,12,0.052,0,0.0
L004691,B,500,60,0.084,0,0.0
L004692,D,500,24,0.1527,0,0.0
L004693,E,7500,36,0.1892,0,0.0
L004694,D,500,60,0.1468,0,0.0
L004695,A,2500,36,0.0481,0,0.0
L004696,A,2500,12,0.0529,0,0.0
L004697,A,10000,12,0.0551,0,0.0
L004698,D,500,60,0.1437,1,0.229
L004699,D,1000,36,0.1567,0,0.0
L004700,C,5000,36,0.1015,0,0.0
L004701,B,10000,12,0.0773,0,0.0
L004702,B,10000,12,0.086,0,0.0
L004703,A,10000,36,0.0621,0,0.0
L004704,D,7500,36,0.1516,0,0.0
L004705,C,10000,36,0.1065,0,0.0
L004706,D,7500,36,0.148,0,0.0
L004707,B,500,60,0.0856,0,0.0
L004708,C,500,60,0.1165,0,0.0
L004709,E,5000,24,0.1945,0,0.0
L004710,C,500,60,0.1045,0,0.0
L004711,D,2500,12,0.1544,0,0.0
L004712,B,500,36,0.0736,0,0.0
L004713,A,7500,60,0.0546,0,0.0
L004714,D,10000,60,0.1544,0,0.0
L004715,B,7500,60,0.0875,0,0.0
L004716,E,7500,12,0.1938,0,0.0
L004717,D,2500,24,0.1517,0,0.0
L004718,B,5000,36,0.0793,0,0.0
L004719,A,5000,12,0.0514,0,0.0
L004720,E,10000,60,0.1949,0,0.0
L004721,C,10000,36,0.1091,1,0.2112
L004722,A,500,60,0.0464,0,0.0
L004723,C,10000,24,0.1185,0,0.0
L004724,D,1000,36,0.1472,0,0.0
L004725,B,10000,36,0.09,0,0.0
L004726,D,5000,12,0.158,0,0.0
L004727,A,10000,24,0.0431,0,0.0
L004728,B,7500,36,0.083,0,0.0
L004729,D,10000,24,0.1528,1,0.1636
L004730,C,1000,36,0.1117,1,0.0664
L004731,A,7500,12,0.0493,0,0.0
L004732,D,500,36,0.1499,0,0.0
L004733,C,7500,12,0.1048,0,0.0
L004734,B,5000,12,0.074,0,0.0
L004735,A,500,60,0.0621,0,0.0
L004736,B,7500,12,0.0735,0,0.0
L004737,E,2500,36,0.1977,0,0.0
L004738,C,2500,60,0.1032,1,0.1731
L004739,C,500,36,0.113,0,0.0
L004740,D,5000,24,0.1573,0,0.0
L004741,A,1000,24,0.0521,0,0.0
L004742,A,500,12,0.0532,0,0.0
L004743,C,5000,24,0.1209,0,0.0
L004744,D,10000,36,0.141,0,0.0
L004745,A,5000,24,0.0643,0,0.0
L004746,C,500,60,0.1108,0,0.0
L004747,C,7500,24,0.1144,0,0.0
L004748,C,500,12,0.1162,0,0.0
L004749,B,500,24,0.0807,0,0.0
L004750,A,5000,24,0.0537,0,0.0
L004751,B,10000,36,0.0747,0,0.0
L004752,B,2500,36,0.0733,0,0.0
L004753,D,2500,60,0.1401,0,0.0
L004754,A,2500,12,0.0506,0,0.0
L004755,B,10000,12,0.0739,0,0.0
L004756,D,7500,12,0.1489,0,0.0
L004757,D,500,24,0.1499,1,0.2209
L004758,C,1000,24,0.1212,0,0.0
L004759,B,5000,24,0.0764,0,0.0
L004760,B,1000,24,0.0829,0,0.0
L004761,D,10000,36,0.1513,1,0.0489
L004762,C,7500,36,0.1134,0,0.0
L004763,A,500,36,0.0555,0,0.0
L004764,D,1000,12,0.156,0,0.0
L004765,E,1000,24,0.1944,0,0.0
L004766,C,2500,24,0.1091,1,0.084
L004767,D,10000,60,0.1528,0,0.0
L004768,C,500,36,0.1056,0,0.0
L004769,C,5000,60,0.1167,0,0.0
L004770,D,7500,12,0.1566,0,0.0
L004771,B,500,60,0.0945,0,0.0
L004772,C,2500,60,0.1172,0,0.0
L004773,E,2500,24,0.2007,0,0.0
L004774,A,10000,12,0.0463,0,0.0
L004775,A,500,24,0.0551,0,0.0
L004776,C,10000,60,0.1048,0,0.0
L004777,A,10000,12,0.0546,0,0.0
L004778,A,2500,12,0.0553,0,0.0
L004779,E,5000,12,0.196,0,0.0
L004780,E,1000,12,0.1892,0,0.0
L004781,B,1000,36,0.0822,0,0.0
L004782,B,500,24,0.0819,0,0.0
L004783,A,1000,60,0.0594,0,0.0
L004784,A,7500,60,0.0527,0,0.0
L004785,C,7500,24,0.1214,0,0.0
L004786,C,1000,60,0.1081,0,0.0
L004787,C,1000,36,0.1066,0,0.0
L004788,A,2500,36,0.0471,0,0.0
L004789,A,1000,60,0.0514,0,0.0
L004790,B,1000,60,0.094,0,0.0
L004791,D,5000,12,0.1403,0,0.0
L004792,A,2500,24,0.0653,0,0.0
L004793,C,5000,36,0.1088,0,0.0
L004794,C,10000,36,0.1174,0,0.0
L004795,D,7500,36,0.1329,0,0.0
L004796,A,2500,12,0.0618,0,0.0
L004797,C,500,36,0.1072,0,0.0
L004798,A,1000,60,0.0551,0,0.0
L004799,B,10000,60,0.0753,0,0.0
L004800,B,500,24,0.0818,0,0.0
L004801,C,2500,36,0.1143,0,0.0
L004802,D,7500,24,0.1588,0,0.0
L004803,A,2500,60,0.0607,0,0.0
L004804,B,500,24,0.0863,0,0.0
L004805,C,500,60,0.1139,0,0.0
L004806,A,2500,12,0.0656,0,0.0
L004807,C,1000,36,0.1198,0,0.0
L004808,C,500,60,0.1098,0,0.0
L004809,A,10000,36,0.0621,0,0.0
L004810,D,10000,36,0.1508,0,0.0
L004811,B,2500,60,0.0837,0,0.0
L004812,E,2500,24,0.194,0,0.0
L004813,A,2500,36,0.0561,0,0.0
L004814,E,5000,36,0.1978,1,0.2784
L004815,C,500,24,0.1158,0,0.0
L004816,E,1000,24,0.2006,0,0.0
L004817,B,10000,24,0.0744,0,0.0
L004818,A,10000,24,0.0593,0,0.0
L004819,D,10000,12,0.1519,0,0.0
L004820,E,5000,36,0.2032,1,0.1748
L004821,A,500,36,0.0426,0,0.0
L004822,A,2500,36,0.0525,0,0.0
L004823,B,5000,12,0.0725,0,0.0
L004824,C,5000,12,0.1053,0,0.0
L004825,B,2500,36,0.0748,1,0.2014
L004826,E,500,12,0.1918,0,0.0
L004827,C,7500,24,0.1114,0,0.0
L004828,C,1000,12,0.1037,0,0.0
L004829,C,2500,24,0.1073,0,0.0
L004830,B,2500,12,0.0755,0,0.0
L004831,C,7500,24,0.1189,0,0.0
L004832,B,7500,12,0.0708,0,0.0
L004833,D,7500,36,0.1493,0,0.0
L004834,C,500,24,0.1119,0,0.0
L004835,A,500,60,0.0522,0,0.0
L004836,C,7500,24,0.1059,0,0.0
L004837,D,2500,60,0.1368,0,0.0
L004838,B,500,36,0.0755,0,0.0
L004839,B,7500,24,0.0741,1,0.314
L004840,A,5000,60,0.0538,0,0.0
L004841,D,2500,36,0.1519,0,0.0
L004842,E,5000,12,0.1975,1,0.0377
L004843,B,2500,36,0.0819,0,0.0
L004844,C,5000,12,0.1084,0,0.0
L004845,B,7500,60,0.0782,0,0.0
L004846,A,5000,36,0.0556,0,0.0
L004847,A,5000,36,0.0507,0,0.0
L004848,C,1000,60,0.1022,0,0.0
L004849,A,1000,24,0.0468,0,0.0
L004850,D,7500,60,0.1463,0,0.0
L004851,B,1000,36,0.0802,0,0.0
L004852,C,7500,24,0.1144,0,0.0
L004853,D,7500,36,0.1667,0,0.0
L004854,B,5000,12,0.0855,0,0.0
L004855,C,10000,36,0.1075,0,0.0
L004856,B,500,24,0.0805,0,0.0
L004857,C,10000,12,0.1198,0,0.0
L004858,B,1000,36,0.0902,0,0.0
L004859,A,10000,12,0.0753,0,0.0
L004860,C,5000,24,0.1124,0,0.0
L004861,B,7500,24,0.0796,0,0.0
L004862,B,5000,60,0.0788,0,0.0
L004863,A,5000,24,0.0603,0,0.0
L004864,D,7500,12,0.1462,0,0.0
L004865,A,2500,60,0.0487,0,0.0
L004866,E,2500,36,0.195,1,0.1643
L004867,D,500,36,0.1509,0,0.0
L004868,E,500,36,0.2078,0,0.0
L004869,B,2500,24,0.0914,0,0.0
L004870,D,10000,60,0.1576,0,0.0
L004871,B,2500,36,0.0746,0,0.0
L004872,D,1000,60,0.1453,0,0.0
L004873,C,1000,24,0.1151,0,0.0
L004874,B,2500,60,0.0855,0,0.0
L004875,A,10000,12,0.056,0,0.0
L004876,B,500,24,0.0709,0,0.0
L004877,B,500,12,0.101,0,0.0
L004878,B,10000,24,0.072,0,0.0
L004879,B,2500,60,0.087,0,0.0
L004880,C,1000,12,0.1173,0,0.0
L004881,A,500,24,0.056,0,0.0
L004882,C,5000,12,0.1184,0,0.0
L004883,B,1000,36,0.0791,0,0.0
L004884,C,500,12,0.1096,0,0.0
L004885,E,7500,24,0.1935,0,0.0
L004886,A,5000,60,0.0597,0,0.0
L004887,B,10000,12,0.0788,0,0.0
L004888,B,2500,60,0.0748,0,0.0
L004889,C,500,36,0.12,0,0.0
L004890,B,5000,12,0.0746,0,0.0
L004891,C,7500,36,0.1229,0,0.0
L004892,A,5000,12,0.0576,0,0.0
L004893,B,10000,24,0.0856,0,0.0
L004894,A,500,12,0.051,0,0.0
L004895,E,2500,36,0.1977,0,0.0
L004896,C,7500,36,0.1038,0,0.0
L004897,A,1000,12,0.0541,0,0.0
L004898,B,500,24,0.0724,0,0.0
L004899,D,7500,36,0.1446,0,0.0
L004900,D,2500,60,0.1615,0,0.0
L004901,D,7500,36,0.1488,1,0.2747
L004902,C,1000,24,0.1199,0,0.0
L004903,C,1000,12,0.1188,0,0.0
L004904,C,2500,24,0.112,0,0.0
L004905,C,7500,12,0.1073,0,0.0
L004906,E,2500,60,0.1989,0,0.0
L004907,C,5000,60,0.1197,0,0.0
L004908,C,1000,24,0.0976,0,0.0
L004909,E,7500,60,0.2018,1,0.1836
L004910,C,10000,60,0.1108,0,0.0
L004911,B,1000,24,0.0842,0,0.0
L004912,A,7500,60,0.0511,0,0.0
L004913,D,500,60,0.1525,0,0.0
L004914,C,2500,60,0.1088,0,0.0
L004915,B,2500,12,0.0847,0,0.0
L004916,A,7500,12,0.0642,0,0.0
L004917,B,5000,36,0.0879,0,0.0
L004918,A,10000,12,0.052,0,0.0
L004919,E,2500,12,0.1803,0,0.0
L004920,D,2500,60,0.1549,0,0.0
L004921,A,5000,12,0.0635,0,0.0
L004922,B,2500,24,0.079,0,0.0
L004923,C,10000,12,0.1115,0,0.0
L004924,D,7500,36,0.1589,0,0.0
L004925,A,5000,36,0.0537,0,0.0
L004926,D,1000,12,0.1511,0,0.0
L004927,A,2500,60,0.0574,0,0.0
L004928,B,5000,24,0.0721,0,0.0
L004929,E,2500,24,0.194,0,0.0
L004930,A,5000,24,0.0536,0,0.0
L004931,D,10000,24,0.1509,0,0.0
L004932,B,1000,24,0.0798,0,0.0
L004933,C,500,36,0.1098,0,0.0
L004934,B,7500,12,0.0683,0,0.0
L004935,A,10000,60,0.0457,0,0.0
L004936,A,500,60,0.0595,0,0.0
L004937,A,7500,60,0.0543,0,0.0
L004938,A,10000,36,0.0527,0,0.0
L004939,D,5000,36,0.1472,0,0.0
L004940,E,1000,60,0.1933,1,0.3513
L004941,A,10000,12,0.0573,0,0.0
L004942,A,1000,60,0.0499,0,0.0
L004943,E,5000,12,0.1863,0,0.0
L004944,A,2500,36,0.0536,0,0.0
L004945,C,7500,24,0.1104,0,0.0
L004946,B,500,36,0.0727,0,0.0
L004947,B,2500,12,0.0784,0,0.0
L004948,C,1000,24,0.1007,0,0.0
L004949,E,5000,60,0.186,0,0.0
L004950,A,2500,24,0.0572,0,0.0
L004951,B,500,24,0.0847,0,0.0
L004952,A,7500,36,0.0565,0,0.0
L004953,C,2500,24,0.1092,0,0.0
L004954,A,5000,12,0.0622,0,0.0
L004955,B,500,36,0.0865,0,0.0
L004956,C,10000,12,0.1081,0,0.0
L004957,A,7500,60,0.0567,0,0.0
L004958,A,500,24,0.0545,0,0.0
L004959,B,500,60,0.0812,0,0.0
L004960,A,1000,24,0.0634,0,0.0
L004961,B,10000,36,0.0755,0,0.0
L004962,B,10000,36,0.0691,1,0.3723
